Resource,Activity,org:resource,concept:name,lifecycle:transition,time:timestamp,start:timestamp,case:creator,case:variant-index,case:variant,case:concept:name
Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,complete,2011-01-15 23:54:00+01:00,2011-01-15 14:05:04.200000+01:00,Fluxicon Disco,16,Variant 16,66
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-17 03:28:00+01:00,2011-01-17 02:42:34.200000+01:00,Fluxicon Disco,16,Variant 16,66
Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,complete,2011-01-17 10:07:00+01:00,2011-01-17 08:51:11.400000+01:00,Fluxicon Disco,16,Variant 16,66
Carmen Finacse,Deliver Goods Services,Carmen Finacse,Deliver Goods Services,complete,2011-01-18 04:45:00+01:00,2011-01-18 04:23:22.200000+01:00,Fluxicon Disco,16,Variant 16,66
Immanuel Karagianni,Release Purchase Order,Immanuel Karagianni,Release Purchase Order,complete,2011-01-18 12:13:00+01:00,2011-01-18 12:06:52.800000+01:00,Fluxicon Disco,16,Variant 16,66
Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,complete,2011-01-19 00:30:00+01:00,2011-01-18 13:56:10.800000+01:00,Fluxicon Disco,16,Variant 16,66
Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,complete,2011-01-19 15:11:00+01:00,2011-01-19 07:15:15.600000+01:00,Fluxicon Disco,16,Variant 16,66
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-01-20 05:39:00+01:00,2011-01-20 02:52:16.800000+01:00,Fluxicon Disco,16,Variant 16,66
Karalda Nimwada,Settle Dispute With Supplier,Karalda Nimwada,Settle Dispute With Supplier,complete,2011-01-20 06:32:00+01:00,2011-01-20 06:23:31.200000+01:00,Fluxicon Disco,16,Variant 16,66
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-01-20 06:32:00+01:00,2011-01-20 06:32:00+01:00,Fluxicon Disco,16,Variant 16,66
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-20 07:12:00+01:00,2011-01-20 06:55:40.800000+01:00,Fluxicon Disco,16,Variant 16,66
Alberto Duport,Create Purchase Requisition,Alberto Duport,Create Purchase Requisition,complete,2011-01-09 13:54:00+01:00,2011-01-09 13:54:00+01:00,Fluxicon Disco,17,Variant 17,67
Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Analyze Purchase Requisition,complete,2011-01-10 02:54:00+01:00,2011-01-10 02:54:00+01:00,Fluxicon Disco,17,Variant 17,67
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-10 03:01:00+01:00,2011-01-10 03:01:00+01:00,Fluxicon Disco,17,Variant 17,67
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-11 07:59:00+01:00,2011-01-11 07:58:09.600000+01:00,Fluxicon Disco,17,Variant 17,67
Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,complete,2011-01-11 08:50:00+01:00,2011-01-11 08:05:07.200000+01:00,Fluxicon Disco,17,Variant 17,67
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-12 09:11:00+01:00,2011-01-12 09:06:39.600000+01:00,Fluxicon Disco,17,Variant 17,67
Fjodor Kowalski,Amend Request for Quotation,Fjodor Kowalski,Amend Request for Quotation,complete,2011-01-12 10:00:00+01:00,2011-01-12 09:16:52.800000+01:00,Fluxicon Disco,17,Variant 17,67
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-12 11:16:00+01:00,2011-01-12 11:15:09.600000+01:00,Fluxicon Disco,17,Variant 17,67
Elvira Lores,Amend Request for Quotation,Elvira Lores,Amend Request for Quotation,complete,2011-01-12 12:26:00+01:00,2011-01-12 11:24:24+01:00,Fluxicon Disco,17,Variant 17,67
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-12 14:27:00+01:00,2011-01-12 14:19:34.800000+01:00,Fluxicon Disco,17,Variant 17,67
Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,complete,2011-01-12 17:09:00+01:00,2011-01-12 16:50:56.400000+01:00,Fluxicon Disco,17,Variant 17,67
Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,complete,2011-01-12 19:04:00+01:00,2011-01-12 18:26:03+01:00,Fluxicon Disco,17,Variant 17,67
Fjodor Kowalski,Analyze Quotation Comparison Map,Fjodor Kowalski,Analyze Quotation Comparison Map,complete,2011-01-13 01:45:00+01:00,2011-01-13 00:08:45.600000+01:00,Fluxicon Disco,17,Variant 17,67
Anne Olwada,Choose best option,Anne Olwada,Choose best option,complete,2011-01-13 01:45:00+01:00,2011-01-13 01:45:00+01:00,Fluxicon Disco,17,Variant 17,67
Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,complete,2011-01-13 21:36:00+01:00,2011-01-13 10:32:01.800000+01:00,Fluxicon Disco,17,Variant 17,67
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-14 07:08:00+01:00,2011-01-14 06:05:04.800000+01:00,Fluxicon Disco,17,Variant 17,67
Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,complete,2011-01-14 11:34:00+01:00,2011-01-14 10:43:27.600000+01:00,Fluxicon Disco,17,Variant 17,67
Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,complete,2011-01-17 02:33:00+01:00,2011-01-17 00:39:37.800000+01:00,Fluxicon Disco,17,Variant 17,67
Penn Osterwalder,Release Purchase Order,Penn Osterwalder,Release Purchase Order,complete,2011-01-17 09:59:00+01:00,2011-01-17 08:55:45.600000+01:00,Fluxicon Disco,17,Variant 17,67
Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,complete,2011-01-17 20:40:00+01:00,2011-01-17 11:28:44.400000+01:00,Fluxicon Disco,17,Variant 17,67
Sean Manney,Send Invoice,Sean Manney,Send Invoice,complete,2011-01-19 06:05:00+01:00,2011-01-18 12:02:18+01:00,Fluxicon Disco,17,Variant 17,67
Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,complete,2011-01-19 20:23:00+01:00,2011-01-19 16:49:33.600000+01:00,Fluxicon Disco,17,Variant 17,67
Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,complete,2011-01-19 20:23:00+01:00,2011-01-19 20:23:00+01:00,Fluxicon Disco,17,Variant 17,67
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-19 20:58:00+01:00,2011-01-19 20:58:00+01:00,Fluxicon Disco,17,Variant 17,67
Nico Ojenbeer,Create Purchase Requisition,Nico Ojenbeer,Create Purchase Requisition,complete,2011-01-09 15:10:00+01:00,2011-01-09 15:10:00+01:00,Fluxicon Disco,1,Variant 1,68
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-10 10:34:00+01:00,2011-01-10 09:38:46.200000+01:00,Fluxicon Disco,1,Variant 1,68
Francis Odell,Create Request for Quotation,Francis Odell,Create Request for Quotation,complete,2011-01-10 10:38:00+01:00,2011-01-10 10:38:00+01:00,Fluxicon Disco,1,Variant 1,68
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-12 10:53:00+01:00,2011-01-12 10:34:22.800000+01:00,Fluxicon Disco,1,Variant 1,68
Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,complete,2011-01-12 21:27:00+01:00,2011-01-12 21:14:24+01:00,Fluxicon Disco,1,Variant 1,68
Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,complete,2011-01-13 03:37:00+01:00,2011-01-13 01:34:54+01:00,Fluxicon Disco,1,Variant 1,68
Penn Osterwalder,Analyze Quotation Comparison Map,Penn Osterwalder,Analyze Quotation Comparison Map,complete,2011-01-13 10:42:00+01:00,2011-01-13 09:00:00+01:00,Fluxicon Disco,1,Variant 1,68
Alberto Duport,Choose best option,Alberto Duport,Choose best option,complete,2011-01-13 10:42:00+01:00,2011-01-13 10:42:00+01:00,Fluxicon Disco,1,Variant 1,68
Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,complete,2011-01-14 05:17:00+01:00,2011-01-13 19:11:59.400000+01:00,Fluxicon Disco,1,Variant 1,68
Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,complete,2011-01-14 15:41:00+01:00,2011-01-14 14:32:21.600000+01:00,Fluxicon Disco,1,Variant 1,68
Karen Clarens,Confirm Purchase Order,Karen Clarens,Confirm Purchase Order,complete,2011-01-16 12:43:00+01:00,2011-01-16 12:43:00+01:00,Fluxicon Disco,1,Variant 1,68
Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,complete,2011-01-18 21:57:00+01:00,2011-01-18 20:38:18.600000+01:00,Fluxicon Disco,1,Variant 1,68
Clement Duchot,Release Purchase Order,Clement Duchot,Release Purchase Order,complete,2011-01-19 05:37:00+01:00,2011-01-19 01:47:50.400000+01:00,Fluxicon Disco,1,Variant 1,68
Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,complete,2011-01-20 01:32:00+01:00,2011-01-19 12:37:08.400000+01:00,Fluxicon Disco,1,Variant 1,68
Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,complete,2011-01-20 14:17:00+01:00,2011-01-20 07:23:54+01:00,Fluxicon Disco,1,Variant 1,68
Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,complete,2011-01-21 04:44:00+01:00,2011-01-21 00:06:33.600000+01:00,Fluxicon Disco,1,Variant 1,68
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-01-21 04:44:00+01:00,2011-01-21 04:44:00+01:00,Fluxicon Disco,1,Variant 1,68
Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,complete,2011-01-21 05:27:00+01:00,2011-01-21 04:57:45.600000+01:00,Fluxicon Disco,1,Variant 1,68
Elvira Lores,Create Purchase Requisition,Elvira Lores,Create Purchase Requisition,complete,2011-01-09 16:41:00+01:00,2011-01-09 16:41:00+01:00,Fluxicon Disco,1,Variant 1,69
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-10 06:06:00+01:00,2011-01-10 06:06:00+01:00,Fluxicon Disco,1,Variant 1,69
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-10 06:11:00+01:00,2011-01-10 06:11:00+01:00,Fluxicon Disco,1,Variant 1,69
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-10 09:53:00+01:00,2011-01-10 09:53:00+01:00,Fluxicon Disco,1,Variant 1,69
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-01-10 23:48:00+01:00,2011-01-10 23:48:00+01:00,Fluxicon Disco,1,Variant 1,69
Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,complete,2011-01-11 07:53:00+01:00,2011-01-11 07:53:00+01:00,Fluxicon Disco,1,Variant 1,69
Kim Passa,Analyze Quotation Comparison Map,Kim Passa,Analyze Quotation Comparison Map,complete,2011-01-11 14:53:00+01:00,2011-01-11 13:12:12+01:00,Fluxicon Disco,1,Variant 1,69
Esmana Liubiata,Choose best option,Esmana Liubiata,Choose best option,complete,2011-01-11 14:53:00+01:00,2011-01-11 14:53:00+01:00,Fluxicon Disco,1,Variant 1,69
Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,complete,2011-01-12 10:31:00+01:00,2011-01-12 05:52:16.800000+01:00,Fluxicon Disco,1,Variant 1,69
Francois de Perrier,Create Purchase Order,Francois de Perrier,Create Purchase Order,complete,2011-01-12 12:01:00+01:00,2011-01-12 11:53:44.400000+01:00,Fluxicon Disco,1,Variant 1,69
Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,complete,2011-01-12 19:52:00+01:00,2011-01-12 19:52:00+01:00,Fluxicon Disco,1,Variant 1,69
Carmen Finacse,Deliver Goods Services,Carmen Finacse,Deliver Goods Services,complete,2011-01-17 16:44:00+01:00,2011-01-17 16:44:00+01:00,Fluxicon Disco,1,Variant 1,69
Fjodor Kowalski,Release Purchase Order,Fjodor Kowalski,Release Purchase Order,complete,2011-01-18 00:19:00+01:00,2011-01-17 19:09:36+01:00,Fluxicon Disco,1,Variant 1,69
Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,complete,2011-01-19 05:49:00+01:00,2011-01-19 05:20:37.200000+01:00,Fluxicon Disco,1,Variant 1,69
Carmen Finacse,Send Invoice,Carmen Finacse,Send Invoice,complete,2011-01-20 18:17:00+01:00,2011-01-19 22:35:28.800000+01:00,Fluxicon Disco,1,Variant 1,69
Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,complete,2011-01-21 08:46:00+01:00,2011-01-21 08:44:24+01:00,Fluxicon Disco,1,Variant 1,69
Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,complete,2011-01-21 08:46:00+01:00,2011-01-21 08:46:00+01:00,Fluxicon Disco,1,Variant 1,69
Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,complete,2011-01-21 09:03:00+01:00,2011-01-21 08:51:26.400000+01:00,Fluxicon Disco,1,Variant 1,69
Christian Francois,Create Purchase Requisition,Christian Francois,Create Purchase Requisition,complete,2011-01-09 21:05:00+01:00,2011-01-09 21:05:00+01:00,Fluxicon Disco,17,Variant 17,70
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-10 17:44:00+01:00,2011-01-10 17:44:00+01:00,Fluxicon Disco,17,Variant 17,70
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-10 17:51:00+01:00,2011-01-10 17:51:00+01:00,Fluxicon Disco,17,Variant 17,70
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-01-12 11:17:00+01:00,2011-01-12 11:13:55.200000+01:00,Fluxicon Disco,17,Variant 17,70
Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,complete,2011-01-12 12:12:00+01:00,2011-01-12 12:12:00+01:00,Fluxicon Disco,17,Variant 17,70
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-12 14:50:00+01:00,2011-01-12 14:46:21.600000+01:00,Fluxicon Disco,17,Variant 17,70
Anne Olwada,Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,complete,2011-01-12 15:53:00+01:00,2011-01-12 14:57:33.600000+01:00,Fluxicon Disco,17,Variant 17,70
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-01-13 14:47:00+01:00,2011-01-13 13:25:31.200000+01:00,Fluxicon Disco,17,Variant 17,70
Alberto Duport,Amend Request for Quotation,Alberto Duport,Amend Request for Quotation,complete,2011-01-13 15:41:00+01:00,2011-01-13 14:53:28.800000+01:00,Fluxicon Disco,17,Variant 17,70
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-17 03:48:00+01:00,2011-01-17 02:47:22.800000+01:00,Fluxicon Disco,17,Variant 17,70
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-01-17 20:59:00+01:00,2011-01-17 15:48:12+01:00,Fluxicon Disco,17,Variant 17,70
Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,complete,2011-01-17 23:33:00+01:00,2011-01-17 23:04:17.400000+01:00,Fluxicon Disco,17,Variant 17,70
Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,complete,2011-01-18 06:56:00+01:00,2011-01-18 05:09:40.800000+01:00,Fluxicon Disco,17,Variant 17,70
Penn Osterwalder,Choose best option,Penn Osterwalder,Choose best option,complete,2011-01-18 06:56:00+01:00,2011-01-18 06:56:00+01:00,Fluxicon Disco,17,Variant 17,70
Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,complete,2011-01-18 23:40:00+01:00,2011-01-18 12:27:19.200000+01:00,Fluxicon Disco,17,Variant 17,70
Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,complete,2011-01-19 05:26:00+01:00,2011-01-19 04:47:56.400000+01:00,Fluxicon Disco,17,Variant 17,70
Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,complete,2011-01-19 15:55:00+01:00,2011-01-19 15:52:20.400000+01:00,Fluxicon Disco,17,Variant 17,70
Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,complete,2011-01-22 16:26:00+01:00,2011-01-22 15:45:26.400000+01:00,Fluxicon Disco,17,Variant 17,70
Fjodor Kowalski,Release Purchase Order,Fjodor Kowalski,Release Purchase Order,complete,2011-01-22 23:36:00+01:00,2011-01-22 18:43:36+01:00,Fluxicon Disco,17,Variant 17,70
Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,complete,2011-01-23 07:10:00+01:00,2011-01-23 00:39:33.600000+01:00,Fluxicon Disco,17,Variant 17,70
Carmen Finacse,Send Invoice,Carmen Finacse,Send Invoice,complete,2011-01-24 03:55:00+01:00,2011-01-24 03:47:26.400000+01:00,Fluxicon Disco,17,Variant 17,70
Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,complete,2011-01-24 18:12:00+01:00,2011-01-24 18:06:14.400000+01:00,Fluxicon Disco,17,Variant 17,70
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-01-24 18:12:00+01:00,2011-01-24 18:12:00+01:00,Fluxicon Disco,17,Variant 17,70
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-24 18:51:00+01:00,2011-01-24 18:24:28.800000+01:00,Fluxicon Disco,17,Variant 17,70
Penn Osterwalder,Create Purchase Requisition,Penn Osterwalder,Create Purchase Requisition,complete,2011-01-09 21:11:00+01:00,2011-01-09 21:11:00+01:00,Fluxicon Disco,49,Variant 49,71
Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Analyze Purchase Requisition,complete,2011-01-10 10:02:00+01:00,2011-01-10 10:02:00+01:00,Fluxicon Disco,49,Variant 49,71
Kim Passa,Amend Purchase Requisition,Kim Passa,Amend Purchase Requisition,complete,2011-01-10 22:29:00+01:00,2011-01-10 22:29:00+01:00,Fluxicon Disco,49,Variant 49,71
Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Analyze Purchase Requisition,complete,2011-01-11 15:52:00+01:00,2011-01-11 12:47:37.200000+01:00,Fluxicon Disco,49,Variant 49,71
Francis Odell,Create Request for Quotation,Francis Odell,Create Request for Quotation,complete,2011-01-11 16:02:00+01:00,2011-01-11 16:01:18+01:00,Fluxicon Disco,49,Variant 49,71
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-12 12:02:00+01:00,2011-01-12 11:54:43.200000+01:00,Fluxicon Disco,49,Variant 49,71
Kim Passa,Amend Request for Quotation,Kim Passa,Amend Request for Quotation,complete,2011-01-12 13:06:00+01:00,2011-01-12 12:09:40.800000+01:00,Fluxicon Disco,49,Variant 49,71
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-12 15:38:00+01:00,2011-01-12 15:20:38.400000+01:00,Fluxicon Disco,49,Variant 49,71
Kim Passa,Amend Request for Quotation,Kim Passa,Amend Request for Quotation,complete,2011-01-12 16:41:00+01:00,2011-01-12 15:45:33.600000+01:00,Fluxicon Disco,49,Variant 49,71
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-12 22:11:00+01:00,2011-01-12 21:24:48+01:00,Fluxicon Disco,49,Variant 49,71
Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,Amend Request for Quotation,complete,2011-01-12 23:15:00+01:00,2011-01-12 23:15:00+01:00,Fluxicon Disco,49,Variant 49,71
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-13 09:15:00+01:00,2011-01-13 07:56:02.400000+01:00,Fluxicon Disco,49,Variant 49,71
Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,complete,2011-01-14 06:17:00+01:00,2011-01-13 21:26:57.600000+01:00,Fluxicon Disco,49,Variant 49,71
Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,complete,2011-01-15 16:35:00+01:00,2011-01-15 08:35:10.800000+01:00,Fluxicon Disco,49,Variant 49,71
Alberto Duport,Analyze Quotation Comparison Map,Alberto Duport,Analyze Quotation Comparison Map,complete,2011-01-15 23:14:00+01:00,2011-01-15 21:38:14.400000+01:00,Fluxicon Disco,49,Variant 49,71
Tesca Lobes,Choose best option,Tesca Lobes,Choose best option,complete,2011-01-15 23:14:00+01:00,2011-01-15 23:14:00+01:00,Fluxicon Disco,49,Variant 49,71
Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,complete,2011-01-16 20:03:00+01:00,2011-01-16 06:06:10.200000+01:00,Fluxicon Disco,49,Variant 49,71
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-16 21:07:00+01:00,2011-01-16 21:03:28.800000+01:00,Fluxicon Disco,49,Variant 49,71
Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,complete,2011-01-17 02:52:00+01:00,2011-01-17 01:46:27+01:00,Fluxicon Disco,49,Variant 49,71
Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,complete,2011-01-18 17:40:00+01:00,2011-01-18 16:47:39+01:00,Fluxicon Disco,49,Variant 49,71
Clement Duchot,Release Purchase Order,Clement Duchot,Release Purchase Order,complete,2011-01-19 01:21:00+01:00,2011-01-19 00:25:55.200000+01:00,Fluxicon Disco,49,Variant 49,71
Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,complete,2011-01-19 09:20:00+01:00,2011-01-19 05:50:09.600000+01:00,Fluxicon Disco,49,Variant 49,71
Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,complete,2011-01-21 17:54:00+01:00,2011-01-21 17:54:00+01:00,Fluxicon Disco,49,Variant 49,71
Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,complete,2011-01-22 08:16:00+01:00,2011-01-22 03:40:09.600000+01:00,Fluxicon Disco,49,Variant 49,71
Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,complete,2011-01-22 08:16:00+01:00,2011-01-22 08:16:00+01:00,Fluxicon Disco,49,Variant 49,71
Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,complete,2011-01-22 08:31:00+01:00,2011-01-22 08:20:48+01:00,Fluxicon Disco,49,Variant 49,71
Anne Olwada,Create Purchase Requisition,Anne Olwada,Create Purchase Requisition,complete,2011-01-10 03:23:00+01:00,2011-01-10 03:23:00+01:00,Fluxicon Disco,18,Variant 18,72
Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,complete,2011-01-10 22:53:00+01:00,2011-01-10 22:53:00+01:00,Fluxicon Disco,18,Variant 18,72
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-10 23:02:00+01:00,2011-01-10 23:02:00+01:00,Fluxicon Disco,18,Variant 18,72
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-12 08:37:00+01:00,2011-01-12 08:35:44.400000+01:00,Fluxicon Disco,18,Variant 18,72
Fjodor Kowalski,Amend Request for Quotation,Fjodor Kowalski,Amend Request for Quotation,complete,2011-01-12 09:30:00+01:00,2011-01-12 08:43:21.600000+01:00,Fluxicon Disco,18,Variant 18,72
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-12 11:23:00+01:00,2011-01-12 11:07:10.800000+01:00,Fluxicon Disco,18,Variant 18,72
Clement Duchot,Amend Request for Quotation,Clement Duchot,Amend Request for Quotation,complete,2011-01-12 12:32:00+01:00,2011-01-12 11:31:16.800000+01:00,Fluxicon Disco,18,Variant 18,72
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-12 16:50:00+01:00,2011-01-12 16:46:38.400000+01:00,Fluxicon Disco,18,Variant 18,72
Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Create Purchase Requisition,complete,2011-01-10 04:46:00+01:00,2011-01-10 04:46:00+01:00,Fluxicon Disco,1,Variant 1,73
Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Analyze Purchase Requisition,complete,2011-01-11 05:24:00+01:00,2011-01-11 04:31:30+01:00,Fluxicon Disco,1,Variant 1,73
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-11 05:29:00+01:00,2011-01-11 05:29:00+01:00,Fluxicon Disco,1,Variant 1,73
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-12 09:41:00+01:00,2011-01-12 09:30:46.800000+01:00,Fluxicon Disco,1,Variant 1,73
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-01-13 09:55:00+01:00,2011-01-13 02:20:33.600000+01:00,Fluxicon Disco,1,Variant 1,73
Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,complete,2011-01-15 15:06:00+01:00,2011-01-15 07:35:33+01:00,Fluxicon Disco,1,Variant 1,73
Anna Kaufmann,Analyze Quotation Comparison Map,Anna Kaufmann,Analyze Quotation Comparison Map,complete,2011-01-15 22:04:00+01:00,2011-01-15 20:23:40.800000+01:00,Fluxicon Disco,1,Variant 1,73
Fjodor Kowalski,Choose best option,Fjodor Kowalski,Choose best option,complete,2011-01-15 22:04:00+01:00,2011-01-15 22:04:00+01:00,Fluxicon Disco,1,Variant 1,73
Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,complete,2011-01-16 22:58:00+01:00,2011-01-16 07:19:19.800000+01:00,Fluxicon Disco,1,Variant 1,73
Francois de Perrier,Create Purchase Order,Francois de Perrier,Create Purchase Order,complete,2011-01-17 03:00:00+01:00,2011-01-17 02:50:19.200000+01:00,Fluxicon Disco,1,Variant 1,73
Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,complete,2011-01-17 10:36:00+01:00,2011-01-17 09:09:21.600000+01:00,Fluxicon Disco,1,Variant 1,73
