Resource,Activity,org:resource,concept:name,lifecycle:transition,time:timestamp,start:timestamp,case:creator,case:variant-index,case:variant,case:concept:name
Nico Ojenbeer,Analyze Quotation Comparison Map,Nico Ojenbeer,Analyze Quotation Comparison Map,complete,2011-02-02 04:53:00+00:00,2011-02-02 03:31:24+00:00,Fluxicon Disco,8,Variant 8,193
Alberto Duport,Choose best option,Alberto Duport,Choose best option,complete,2011-02-02 04:53:00+00:00,2011-02-02 04:53:00+00:00,Fluxicon Disco,8,Variant 8,193
Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,complete,2011-02-02 23:08:00+00:00,2011-02-02 06:09:39+00:00,Fluxicon Disco,8,Variant 8,193
Francois de Perrier,Create Purchase Order,Francois de Perrier,Create Purchase Order,complete,2011-02-03 18:20:00+00:00,2011-02-03 17:20:43.200000+00:00,Fluxicon Disco,8,Variant 8,193
Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,complete,2011-02-04 02:01:00+00:00,2011-02-04 01:10:17.400000+00:00,Fluxicon Disco,8,Variant 8,193
Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,complete,2011-02-06 00:11:00+00:00,2011-02-06 00:11:00+00:00,Fluxicon Disco,8,Variant 8,193
Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Release Purchase Order,complete,2011-02-06 07:41:00+00:00,2011-02-06 00:33:30+00:00,Fluxicon Disco,8,Variant 8,193
Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,complete,2011-02-06 16:25:00+00:00,2011-02-06 12:55:24+00:00,Fluxicon Disco,8,Variant 8,193
Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,complete,2011-02-07 07:29:00+00:00,2011-02-07 03:15:52.800000+00:00,Fluxicon Disco,8,Variant 8,193
Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,complete,2011-02-07 21:49:00+00:00,2011-02-07 21:37:38.400000+00:00,Fluxicon Disco,8,Variant 8,193
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-02-07 21:49:00+00:00,2011-02-07 21:49:00+00:00,Fluxicon Disco,8,Variant 8,193
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-02-07 22:31:00+00:00,2011-02-07 21:50:49.200000+00:00,Fluxicon Disco,8,Variant 8,193
Fjodor Kowalski,Create Purchase Requisition,Fjodor Kowalski,Create Purchase Requisition,complete,2011-01-25 20:57:00+00:00,2011-01-25 20:57:00+00:00,Fluxicon Disco,53,Variant 53,195
Fjodor Kowalski,Create Request for Quotation,Fjodor Kowalski,Create Request for Quotation,complete,2011-01-26 00:21:00+00:00,2011-01-26 00:21:00+00:00,Fluxicon Disco,53,Variant 53,195
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-01-26 06:47:00+00:00,2011-01-26 06:47:00+00:00,Fluxicon Disco,53,Variant 53,195
Anna Kaufmann,Amend Request for Quotation,Anna Kaufmann,Amend Request for Quotation,complete,2011-01-26 07:40:00+00:00,2011-01-26 07:40:00+00:00,Fluxicon Disco,53,Variant 53,195
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-02-01 01:05:00+00:00,2011-01-31 22:43:33.600000+00:00,Fluxicon Disco,53,Variant 53,195
Anne Olwada,Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,complete,2011-02-01 02:09:00+00:00,2011-02-01 01:37:38.400000+00:00,Fluxicon Disco,53,Variant 53,195
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-02-03 02:19:00+00:00,2011-02-02 09:56:24+00:00,Fluxicon Disco,53,Variant 53,195
Christian Francois,Amend Request for Quotation,Christian Francois,Amend Request for Quotation,complete,2011-02-03 03:13:00+00:00,2011-02-03 02:46:32.400000+00:00,Fluxicon Disco,53,Variant 53,195
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-02-04 13:30:00+00:00,2011-02-04 01:50:37.200000+00:00,Fluxicon Disco,53,Variant 53,195
Fjodor Kowalski,Amend Request for Quotation,Fjodor Kowalski,Amend Request for Quotation,complete,2011-02-04 14:28:00+00:00,2011-02-04 13:59:34.800000+00:00,Fluxicon Disco,53,Variant 53,195
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-02-05 17:11:00+00:00,2011-02-05 08:05:58.800000+00:00,Fluxicon Disco,53,Variant 53,195
Kim Passa,Create Purchase Requisition,Kim Passa,Create Purchase Requisition,complete,2011-01-26 05:47:00+00:00,2011-01-26 05:47:00+00:00,Fluxicon Disco,1,Variant 1,197
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-27 00:45:00+00:00,2011-01-27 00:45:00+00:00,Fluxicon Disco,1,Variant 1,197
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-27 00:52:00+00:00,2011-01-27 00:52:00+00:00,Fluxicon Disco,1,Variant 1,197
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-31 14:19:00+00:00,2011-01-31 13:44:39.600000+00:00,Fluxicon Disco,1,Variant 1,197
Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,complete,2011-01-31 16:49:00+00:00,2011-01-31 16:26:30+00:00,Fluxicon Disco,1,Variant 1,197
Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,complete,2011-01-31 18:40:00+00:00,2011-01-31 16:55:39.600000+00:00,Fluxicon Disco,1,Variant 1,197
Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,Analyze Quotation Comparison Map,complete,2011-02-01 01:42:00+00:00,2011-02-01 00:00:43.200000+00:00,Fluxicon Disco,1,Variant 1,197
Fjodor Kowalski,Choose best option,Fjodor Kowalski,Choose best option,complete,2011-02-01 01:42:00+00:00,2011-02-01 01:42:00+00:00,Fluxicon Disco,1,Variant 1,197
Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,complete,2011-02-01 18:13:00+00:00,2011-02-01 02:51:22.200000+00:00,Fluxicon Disco,1,Variant 1,197
Francois de Perrier,Create Purchase Order,Francois de Perrier,Create Purchase Order,complete,2011-02-03 00:40:00+00:00,2011-02-03 00:21:34.800000+00:00,Fluxicon Disco,1,Variant 1,197
Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,complete,2011-02-03 13:44:00+00:00,2011-02-03 13:40:42+00:00,Fluxicon Disco,1,Variant 1,197
Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,complete,2011-02-05 04:13:00+00:00,2011-02-03 19:30:21+00:00,Fluxicon Disco,1,Variant 1,197
Immanuel Karagianni,Release Purchase Order,Immanuel Karagianni,Release Purchase Order,complete,2011-02-05 11:36:00+00:00,2011-02-05 04:35:09+00:00,Fluxicon Disco,1,Variant 1,197
Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,complete,2011-02-05 14:27:00+00:00,2011-02-05 13:18:36+00:00,Fluxicon Disco,1,Variant 1,197
Karen Clarens,Send Invoice,Karen Clarens,Send Invoice,complete,2011-02-06 06:24:00+00:00,2011-02-06 01:56:02.400000+00:00,Fluxicon Disco,1,Variant 1,197
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-02-06 20:53:00+00:00,2011-02-06 12:48:04.200000+00:00,Fluxicon Disco,1,Variant 1,197
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-02-06 20:53:00+00:00,2011-02-06 20:53:00+00:00,Fluxicon Disco,1,Variant 1,197
Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,complete,2011-02-06 21:10:00+00:00,2011-02-06 20:53:20.400000+00:00,Fluxicon Disco,1,Variant 1,197
Anne Olwada,Create Purchase Requisition,Anne Olwada,Create Purchase Requisition,complete,2011-01-26 12:37:00+00:00,2011-01-26 12:37:00+00:00,Fluxicon Disco,2,Variant 2,199
Penn Osterwalder,Create Request for Quotation,Penn Osterwalder,Create Request for Quotation,complete,2011-01-26 16:10:00+00:00,2011-01-26 16:10:00+00:00,Fluxicon Disco,2,Variant 2,199
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-27 12:18:00+00:00,2011-01-27 12:18:00+00:00,Fluxicon Disco,2,Variant 2,199
Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,complete,2011-01-28 12:54:00+00:00,2011-01-28 12:54:00+00:00,Fluxicon Disco,2,Variant 2,199
Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,complete,2011-01-28 21:45:00+00:00,2011-01-28 21:45:00+00:00,Fluxicon Disco,2,Variant 2,199
Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,complete,2011-01-29 04:21:00+00:00,2011-01-29 04:21:00+00:00,Fluxicon Disco,2,Variant 2,199
Kim Passa,Choose best option,Kim Passa,Choose best option,complete,2011-01-29 04:21:00+00:00,2011-01-29 04:21:00+00:00,Fluxicon Disco,2,Variant 2,199
Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,complete,2011-01-29 21:58:00+00:00,2011-01-29 21:58:00+00:00,Fluxicon Disco,2,Variant 2,199
Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,complete,2011-01-30 10:06:00+00:00,2011-01-30 10:03:50.400000+00:00,Fluxicon Disco,2,Variant 2,199
Karen Clarens,Confirm Purchase Order,Karen Clarens,Confirm Purchase Order,complete,2011-02-01 02:23:00+00:00,2011-02-01 02:23:00+00:00,Fluxicon Disco,2,Variant 2,199
Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,complete,2011-02-04 13:17:00+00:00,2011-02-03 01:37:33+00:00,Fluxicon Disco,2,Variant 2,199
Tesca Lobes,Release Purchase Order,Tesca Lobes,Release Purchase Order,complete,2011-02-04 21:11:00+00:00,2011-02-04 13:40:42+00:00,Fluxicon Disco,2,Variant 2,199
Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,complete,2011-02-05 11:07:00+00:00,2011-02-05 05:32:36+00:00,Fluxicon Disco,2,Variant 2,199
Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,complete,2011-02-05 18:11:00+00:00,2011-02-05 18:11:00+00:00,Fluxicon Disco,2,Variant 2,199
Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,complete,2011-02-06 08:28:00+00:00,2011-02-06 08:28:00+00:00,Fluxicon Disco,2,Variant 2,199
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-02-06 08:28:00+00:00,2011-02-06 08:28:00+00:00,Fluxicon Disco,2,Variant 2,199
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-02-06 09:42:00+00:00,2011-02-06 09:30:14.400000+00:00,Fluxicon Disco,2,Variant 2,199
Kim Passa,Create Purchase Requisition,Kim Passa,Create Purchase Requisition,complete,2011-01-26 13:37:00+00:00,2011-01-26 13:37:00+00:00,Fluxicon Disco,6,Variant 6,200
Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,complete,2011-01-27 02:12:00+00:00,2011-01-27 02:12:00+00:00,Fluxicon Disco,6,Variant 6,200
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-27 02:18:00+00:00,2011-01-27 02:18:00+00:00,Fluxicon Disco,6,Variant 6,200
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-30 10:37:00+00:00,2011-01-30 10:14:13.200000+00:00,Fluxicon Disco,6,Variant 6,200
Anna Kaufmann,Amend Request for Quotation,Anna Kaufmann,Amend Request for Quotation,complete,2011-01-30 11:35:00+00:00,2011-01-30 11:06:34.800000+00:00,Fluxicon Disco,6,Variant 6,200
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-31 11:01:00+00:00,2011-01-31 10:20:32.400000+00:00,Fluxicon Disco,6,Variant 6,200
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-01-31 14:33:00+00:00,2011-01-31 14:01:12+00:00,Fluxicon Disco,6,Variant 6,200
Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,complete,2011-01-31 17:53:00+00:00,2011-01-31 15:02:51.600000+00:00,Fluxicon Disco,6,Variant 6,200
Alberto Duport,Analyze Quotation Comparison Map,Alberto Duport,Analyze Quotation Comparison Map,complete,2011-02-01 00:58:00+00:00,2011-01-31 23:16:00+00:00,Fluxicon Disco,6,Variant 6,200
Esmana Liubiata,Choose best option,Esmana Liubiata,Choose best option,complete,2011-02-01 00:58:00+00:00,2011-02-01 00:58:00+00:00,Fluxicon Disco,6,Variant 6,200
Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,complete,2011-02-01 08:37:00+00:00,2011-02-01 01:30:07.800000+00:00,Fluxicon Disco,6,Variant 6,200
Francois de Perrier,Create Purchase Order,Francois de Perrier,Create Purchase Order,complete,2011-02-02 14:19:00+00:00,2011-02-02 12:32:04.800000+00:00,Fluxicon Disco,6,Variant 6,200
Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,complete,2011-02-02 19:20:00+00:00,2011-02-02 19:20:00+00:00,Fluxicon Disco,6,Variant 6,200
Kiu Kan,Deliver Goods Services,Kiu Kan,Deliver Goods Services,complete,2011-02-03 21:35:00+00:00,2011-02-03 14:29:09+00:00,Fluxicon Disco,6,Variant 6,200
Clement Duchot,Release Purchase Order,Clement Duchot,Release Purchase Order,complete,2011-02-04 05:18:00+00:00,2011-02-03 21:58:09+00:00,Fluxicon Disco,6,Variant 6,200
Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,complete,2011-02-05 11:06:00+00:00,2011-02-05 03:09:36+00:00,Fluxicon Disco,6,Variant 6,200
Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,complete,2011-02-05 18:11:00+00:00,2011-02-05 18:11:00+00:00,Fluxicon Disco,6,Variant 6,200
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-02-06 08:33:00+00:00,2011-02-06 08:33:00+00:00,Fluxicon Disco,6,Variant 6,200
Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,complete,2011-02-06 08:33:00+00:00,2011-02-06 08:33:00+00:00,Fluxicon Disco,6,Variant 6,200
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-02-06 09:30:00+00:00,2011-02-06 09:30:00+00:00,Fluxicon Disco,6,Variant 6,200
Immanuel Karagianni,Create Purchase Requisition,Immanuel Karagianni,Create Purchase Requisition,complete,2011-01-27 02:07:00+00:00,2011-01-27 02:07:00+00:00,Fluxicon Disco,54,Variant 54,204
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-27 19:51:00+00:00,2011-01-27 19:38:32.400000+00:00,Fluxicon Disco,54,Variant 54,204
Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,complete,2011-01-27 19:57:00+00:00,2011-01-27 19:57:00+00:00,Fluxicon Disco,54,Variant 54,204
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-01-28 22:01:00+00:00,2011-01-28 22:01:00+00:00,Fluxicon Disco,54,Variant 54,204
Clement Duchot,Amend Request for Quotation,Clement Duchot,Amend Request for Quotation,complete,2011-01-28 23:00:00+00:00,2011-01-28 23:00:00+00:00,Fluxicon Disco,54,Variant 54,204
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-29 02:56:00+00:00,2011-01-29 02:56:00+00:00,Fluxicon Disco,54,Variant 54,204
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-01-30 00:52:00+00:00,2011-01-30 00:52:00+00:00,Fluxicon Disco,54,Variant 54,204
Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,complete,2011-01-30 09:30:00+00:00,2011-01-30 09:30:00+00:00,Fluxicon Disco,54,Variant 54,204
Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,complete,2011-01-30 16:17:00+00:00,2011-01-30 15:53:57.600000+00:00,Fluxicon Disco,54,Variant 54,204
Penn Osterwalder,Choose best option,Penn Osterwalder,Choose best option,complete,2011-01-30 16:17:00+00:00,2011-01-30 16:17:00+00:00,Fluxicon Disco,54,Variant 54,204
Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,complete,2011-01-31 08:19:00+00:00,2011-01-31 08:19:00+00:00,Fluxicon Disco,54,Variant 54,204
Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,complete,2011-01-31 10:33:00+00:00,2011-01-31 10:27:32.400000+00:00,Fluxicon Disco,54,Variant 54,204
Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,complete,2011-01-31 23:42:00+00:00,2011-01-31 23:42:00+00:00,Fluxicon Disco,54,Variant 54,204
Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,complete,2011-02-03 04:12:00+00:00,2011-02-03 04:12:00+00:00,Fluxicon Disco,54,Variant 54,204
Elvira Lores,Release Purchase Order,Elvira Lores,Release Purchase Order,complete,2011-02-03 12:06:00+00:00,2011-02-03 04:35:42+00:00,Fluxicon Disco,54,Variant 54,204
Francois de Perrier,Settle Dispute With Supplier,Francois de Perrier,Settle Dispute With Supplier,complete,2011-02-04 04:12:00+00:00,2011-02-03 20:18:39.600000+00:00,Fluxicon Disco,54,Variant 54,204
Fjodor Kowalski,Release Purchase Order,Fjodor Kowalski,Release Purchase Order,complete,2011-02-04 11:37:00+00:00,2011-02-04 04:34:15+00:00,Fluxicon Disco,54,Variant 54,204
Magdalena Predutta,Settle Dispute With Supplier,Magdalena Predutta,Settle Dispute With Supplier,complete,2011-02-05 08:40:00+00:00,2011-02-05 04:16:52.200000+00:00,Fluxicon Disco,54,Variant 54,204
Alberto Duport,Release Purchase Order,Alberto Duport,Release Purchase Order,complete,2011-02-05 16:19:00+00:00,2011-02-05 09:02:57+00:00,Fluxicon Disco,54,Variant 54,204
Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,complete,2011-02-05 21:37:00+00:00,2011-02-05 20:57:00+00:00,Fluxicon Disco,54,Variant 54,204
Karen Clarens,Send Invoice,Karen Clarens,Send Invoice,complete,2011-02-06 07:23:00+00:00,2011-02-06 07:17:07.200000+00:00,Fluxicon Disco,54,Variant 54,204
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-02-06 21:55:00+00:00,2011-02-06 21:55:00+00:00,Fluxicon Disco,54,Variant 54,204
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-02-06 22:01:00+00:00,2011-02-06 22:01:00+00:00,Fluxicon Disco,54,Variant 54,204
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-02-06 23:20:00+00:00,2011-02-06 23:20:00+00:00,Fluxicon Disco,54,Variant 54,204
Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,complete,2011-01-27 04:48:00+00:00,2011-01-27 04:48:00+00:00,Fluxicon Disco,14,Variant 14,205
Fjodor Kowalski,Create Request for Quotation,Fjodor Kowalski,Create Request for Quotation,complete,2011-01-27 10:58:00+00:00,2011-01-27 10:58:00+00:00,Fluxicon Disco,14,Variant 14,205
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-30 16:16:00+00:00,2011-01-30 11:09:19.200000+00:00,Fluxicon Disco,14,Variant 14,205
Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,complete,2011-01-30 17:17:00+00:00,2011-01-30 16:47:06.600000+00:00,Fluxicon Disco,14,Variant 14,205
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-02-03 18:50:00+00:00,2011-02-03 13:03:52.800000+00:00,Fluxicon Disco,14,Variant 14,205
Penn Osterwalder,Create Purchase Requisition,Penn Osterwalder,Create Purchase Requisition,complete,2011-01-27 07:12:00+00:00,2011-01-27 07:12:00+00:00,Fluxicon Disco,6,Variant 6,206
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-27 19:37:00+00:00,2011-01-27 19:37:00+00:00,Fluxicon Disco,6,Variant 6,206
Francis Odell,Create Request for Quotation,Francis Odell,Create Request for Quotation,complete,2011-01-27 19:43:00+00:00,2011-01-27 19:43:00+00:00,Fluxicon Disco,6,Variant 6,206
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-01-31 16:03:00+00:00,2011-01-31 16:03:00+00:00,Fluxicon Disco,6,Variant 6,206
Kim Passa,Amend Request for Quotation,Kim Passa,Amend Request for Quotation,complete,2011-01-31 17:01:00+00:00,2011-01-31 16:32:34.800000+00:00,Fluxicon Disco,6,Variant 6,206
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-02-01 03:03:00+00:00,2011-01-31 23:38:19.200000+00:00,Fluxicon Disco,6,Variant 6,206
Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,complete,2011-02-02 02:01:00+00:00,2011-02-01 22:34:18+00:00,Fluxicon Disco,6,Variant 6,206
Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,complete,2011-02-02 06:15:00+00:00,2011-02-02 02:16:14.400000+00:00,Fluxicon Disco,6,Variant 6,206
Elvira Lores,Analyze Quotation Comparison Map,Elvira Lores,Analyze Quotation Comparison Map,complete,2011-02-02 12:53:00+00:00,2011-02-02 11:17:28.800000+00:00,Fluxicon Disco,6,Variant 6,206
Esmana Liubiata,Choose best option,Esmana Liubiata,Choose best option,complete,2011-02-02 12:53:00+00:00,2011-02-02 12:53:00+00:00,Fluxicon Disco,6,Variant 6,206
Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,complete,2011-02-04 13:29:00+00:00,2011-02-02 16:17:07.200000+00:00,Fluxicon Disco,6,Variant 6,206
Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,complete,2011-02-05 13:45:00+00:00,2011-02-05 13:43:58.800000+00:00,Fluxicon Disco,6,Variant 6,206
Karen Clarens,Confirm Purchase Order,Karen Clarens,Confirm Purchase Order,complete,2011-02-06 07:23:00+00:00,2011-02-06 07:20:41.400000+00:00,Fluxicon Disco,6,Variant 6,206
Carmen Finacse,Deliver Goods Services,Carmen Finacse,Deliver Goods Services,complete,2011-02-08 13:01:00+00:00,2011-02-06 15:25:42+00:00,Fluxicon Disco,6,Variant 6,206
Fjodor Kowalski,Release Purchase Order,Fjodor Kowalski,Release Purchase Order,complete,2011-02-08 21:10:00+00:00,2011-02-08 14:05:21+00:00,Fluxicon Disco,6,Variant 6,206
Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,complete,2011-02-09 03:50:00+00:00,2011-02-09 03:49:36+00:00,Fluxicon Disco,6,Variant 6,206
Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,complete,2011-02-09 17:53:00+00:00,2011-02-09 13:56:57.600000+00:00,Fluxicon Disco,6,Variant 6,206
Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,complete,2011-02-10 08:18:00+00:00,2011-02-09 22:03:51+00:00,Fluxicon Disco,6,Variant 6,206
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-02-10 08:18:00+00:00,2011-02-10 08:18:00+00:00,Fluxicon Disco,6,Variant 6,206
Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,complete,2011-02-10 08:30:00+00:00,2011-02-10 08:18:14.400000+00:00,Fluxicon Disco,6,Variant 6,206
Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Create Purchase Requisition,complete,2011-01-27 08:57:00+00:00,2011-01-27 08:57:00+00:00,Fluxicon Disco,1,Variant 1,207
Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,complete,2011-01-28 01:58:00+00:00,2011-01-28 01:58:00+00:00,Fluxicon Disco,1,Variant 1,207
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-28 02:04:00+00:00,2011-01-28 02:04:00+00:00,Fluxicon Disco,1,Variant 1,207
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-31 15:34:00+00:00,2011-01-31 14:34:09.600000+00:00,Fluxicon Disco,1,Variant 1,207
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-02-01 05:33:00+00:00,2011-02-01 03:27:09+00:00,Fluxicon Disco,1,Variant 1,207
Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,complete,2011-02-01 18:50:00+00:00,2011-02-01 06:20:49.200000+00:00,Fluxicon Disco,1,Variant 1,207
Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,complete,2011-02-02 01:50:00+00:00,2011-02-02 00:09:12+00:00,Fluxicon Disco,1,Variant 1,207
Fjodor Kowalski,Choose best option,Fjodor Kowalski,Choose best option,complete,2011-02-02 01:50:00+00:00,2011-02-02 01:50:00+00:00,Fluxicon Disco,1,Variant 1,207
Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,complete,2011-02-03 01:54:00+00:00,2011-02-02 03:31:04.800000+00:00,Fluxicon Disco,1,Variant 1,207
Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,complete,2011-02-03 02:30:00+00:00,2011-02-03 02:27:50.400000+00:00,Fluxicon Disco,1,Variant 1,207
Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,complete,2011-02-03 13:14:00+00:00,2011-02-03 13:14:00+00:00,Fluxicon Disco,1,Variant 1,207
Kiu Kan,Deliver Goods Services,Kiu Kan,Deliver Goods Services,complete,2011-02-07 07:29:00+00:00,2011-02-05 23:46:42+00:00,Fluxicon Disco,1,Variant 1,207
Miu Hanwan,Release Purchase Order,Miu Hanwan,Release Purchase Order,complete,2011-02-07 15:13:00+00:00,2011-02-07 10:09:00+00:00,Fluxicon Disco,1,Variant 1,207
Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,complete,2011-02-08 01:53:00+00:00,2011-02-07 21:37:00+00:00,Fluxicon Disco,1,Variant 1,207
