Resource,Activity,org:resource,concept:name,lifecycle:transition,time:timestamp,start:timestamp,case:creator,case:variant-index,case:variant,case:concept:name
Christian Francois,Amend Request for Quotation,Christian Francois,Amend Request for Quotation,complete,2011-01-11 01:14:00+00:00,2011-01-11 00:31:48.750000+00:00,Fluxicon Disco,13,Variant 13,51
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-12 08:57:00+00:00,2011-01-12 08:42:33.398438+00:00,Fluxicon Disco,13,Variant 13,51
Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,complete,2011-01-12 13:54:00+00:00,2011-01-12 13:49:49.804688+00:00,Fluxicon Disco,13,Variant 13,51
Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,complete,2011-01-12 20:09:00+00:00,2011-01-12 18:58:19.277344+00:00,Fluxicon Disco,13,Variant 13,51
Immanuel Karagianni,Analyze Quotation Comparison Map,Immanuel Karagianni,Analyze Quotation Comparison Map,complete,2011-01-13 02:59:00+00:00,2011-01-12 23:17:37.500000+00:00,Fluxicon Disco,13,Variant 13,51
Nico Ojenbeer,Choose best option,Nico Ojenbeer,Choose best option,complete,2011-01-13 02:59:00+00:00,2011-01-13 02:59:00+00:00,Fluxicon Disco,13,Variant 13,51
Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,complete,2011-01-13 14:10:00+00:00,2011-01-13 12:15:34.277344+00:00,Fluxicon Disco,13,Variant 13,51
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-14 06:15:00+00:00,2011-01-14 03:09:10.898438+00:00,Fluxicon Disco,13,Variant 13,51
Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,complete,2011-01-14 11:25:00+00:00,2011-01-14 09:07:33.515625+00:00,Fluxicon Disco,13,Variant 13,51
Carmen Finacse,Deliver Goods Services,Carmen Finacse,Deliver Goods Services,complete,2011-01-16 01:16:00+00:00,2011-01-16 01:16:00+00:00,Fluxicon Disco,13,Variant 13,51
Anna Kaufmann,Release Purchase Order,Anna Kaufmann,Release Purchase Order,complete,2011-01-16 08:58:00+00:00,2011-01-16 04:05:00.536499+00:00,Fluxicon Disco,13,Variant 13,51
Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,complete,2011-01-16 17:26:00+00:00,2011-01-16 15:53:41.132812+00:00,Fluxicon Disco,13,Variant 13,51
Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,complete,2011-01-17 11:35:00+00:00,2011-01-17 11:19:15.703125+00:00,Fluxicon Disco,13,Variant 13,51
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-01-18 01:47:00+00:00,2011-01-18 00:30:54.257812+00:00,Fluxicon Disco,13,Variant 13,51
Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,complete,2011-01-18 01:47:00+00:00,2011-01-18 01:47:00+00:00,Fluxicon Disco,13,Variant 13,51
Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,complete,2011-01-18 02:37:00+00:00,2011-01-18 02:12:11.718750+00:00,Fluxicon Disco,13,Variant 13,51
Nico Ojenbeer,Create Purchase Requisition,Nico Ojenbeer,Create Purchase Requisition,complete,2011-01-07 13:11:00+00:00,2011-01-07 13:11:00+00:00,Fluxicon Disco,2,Variant 2,52
Elvira Lores,Create Request for Quotation,Elvira Lores,Create Request for Quotation,complete,2011-01-07 15:30:00+00:00,2011-01-07 15:30:00+00:00,Fluxicon Disco,2,Variant 2,52
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-07 19:47:00+00:00,2011-01-07 19:47:00+00:00,Fluxicon Disco,2,Variant 2,52
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-01-09 15:41:00+00:00,2011-01-09 14:30:44.208984+00:00,Fluxicon Disco,2,Variant 2,52
Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,complete,2011-01-10 10:45:00+00:00,2011-01-10 09:10:00.468750+00:00,Fluxicon Disco,2,Variant 2,52
Clement Duchot,Analyze Quotation Comparison Map,Clement Duchot,Analyze Quotation Comparison Map,complete,2011-01-10 17:36:00+00:00,2011-01-10 10:49:48.984375+00:00,Fluxicon Disco,2,Variant 2,52
Kim Passa,Choose best option,Kim Passa,Choose best option,complete,2011-01-10 17:36:00+00:00,2011-01-10 17:36:00+00:00,Fluxicon Disco,2,Variant 2,52
Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,complete,2011-01-12 03:14:00+00:00,2011-01-11 20:10:17.929688+00:00,Fluxicon Disco,2,Variant 2,52
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-12 07:34:00+00:00,2011-01-12 06:43:43.593750+00:00,Fluxicon Disco,2,Variant 2,52
Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,complete,2011-01-12 18:12:00+00:00,2011-01-12 18:12:00+00:00,Fluxicon Disco,2,Variant 2,52
Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,complete,2011-01-15 05:51:00+00:00,2011-01-14 20:15:21.503906+00:00,Fluxicon Disco,2,Variant 2,52
Esmana Liubiata,Release Purchase Order,Esmana Liubiata,Release Purchase Order,complete,2011-01-15 13:44:00+00:00,2011-01-15 05:51:00.866089+00:00,Fluxicon Disco,2,Variant 2,52
Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,complete,2011-01-15 23:55:00+00:00,2011-01-15 23:51:23.261719+00:00,Fluxicon Disco,2,Variant 2,52
Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,complete,2011-01-17 10:07:00+00:00,2011-01-16 19:19:10.546875+00:00,Fluxicon Disco,2,Variant 2,52
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-01-18 00:29:00+00:00,2011-01-18 00:29:00+00:00,Fluxicon Disco,2,Variant 2,52
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-01-18 00:29:00+00:00,2011-01-18 00:29:00+00:00,Fluxicon Disco,2,Variant 2,52
Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,complete,2011-01-18 01:21:00+00:00,2011-01-18 01:21:00+00:00,Fluxicon Disco,2,Variant 2,52
Clement Duchot,Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,complete,2011-01-07 16:46:00+00:00,2011-01-07 16:46:00+00:00,Fluxicon Disco,2,Variant 2,53
Alberto Duport,Create Request for Quotation,Alberto Duport,Create Request for Quotation,complete,2011-01-07 21:33:00+00:00,2011-01-07 21:33:00+00:00,Fluxicon Disco,2,Variant 2,53
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-08 09:05:00+00:00,2011-01-08 08:41:05.625000+00:00,Fluxicon Disco,2,Variant 2,53
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-01-09 21:41:00+00:00,2011-01-09 19:15:40.693359+00:00,Fluxicon Disco,2,Variant 2,53
Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,complete,2011-01-10 12:06:00+00:00,2011-01-10 10:15:44.472656+00:00,Fluxicon Disco,2,Variant 2,53
Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,complete,2011-01-10 19:21:00+00:00,2011-01-10 12:11:05.859375+00:00,Fluxicon Disco,2,Variant 2,53
Anna Kaufmann,Choose best option,Anna Kaufmann,Choose best option,complete,2011-01-10 19:21:00+00:00,2011-01-10 19:21:00+00:00,Fluxicon Disco,2,Variant 2,53
Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,complete,2011-01-11 17:00:00+00:00,2011-01-11 13:23:19.218750+00:00,Fluxicon Disco,2,Variant 2,53
Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,complete,2011-01-12 09:21:00+00:00,2011-01-12 09:13:04.335938+00:00,Fluxicon Disco,2,Variant 2,53
Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,complete,2011-01-13 07:14:00+00:00,2011-01-13 07:14:00+00:00,Fluxicon Disco,2,Variant 2,53
Kiu Kan,Deliver Goods Services,Kiu Kan,Deliver Goods Services,complete,2011-01-16 01:37:00+00:00,2011-01-16 01:37:00+00:00,Fluxicon Disco,2,Variant 2,53
Fjodor Kowalski,Release Purchase Order,Fjodor Kowalski,Release Purchase Order,complete,2011-01-16 09:07:00+00:00,2011-01-16 01:37:00.823975+00:00,Fluxicon Disco,2,Variant 2,53
Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,complete,2011-01-16 20:36:00+00:00,2011-01-16 20:35:47.958984+00:00,Fluxicon Disco,2,Variant 2,53
Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,complete,2011-01-17 12:09:00+00:00,2011-01-17 12:09:00+00:00,Fluxicon Disco,2,Variant 2,53
Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,complete,2011-01-18 02:41:00+00:00,2011-01-18 02:41:00+00:00,Fluxicon Disco,2,Variant 2,53
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-01-18 02:41:00+00:00,2011-01-18 02:41:00+00:00,Fluxicon Disco,2,Variant 2,53
Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,complete,2011-01-18 03:46:00+00:00,2011-01-18 03:34:05.625000+00:00,Fluxicon Disco,2,Variant 2,53
Clement Duchot,Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,complete,2011-01-07 21:43:00+00:00,2011-01-07 21:43:00+00:00,Fluxicon Disco,8,Variant 8,54
Christian Francois,Create Request for Quotation,Christian Francois,Create Request for Quotation,complete,2011-01-08 03:25:00+00:00,2011-01-08 03:25:00+00:00,Fluxicon Disco,8,Variant 8,54
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-08 08:17:00+00:00,2011-01-08 08:17:00+00:00,Fluxicon Disco,8,Variant 8,54
Elvira Lores,Amend Request for Quotation,Elvira Lores,Amend Request for Quotation,complete,2011-01-08 09:21:00+00:00,2011-01-08 09:21:00+00:00,Fluxicon Disco,8,Variant 8,54
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-08 11:11:00+00:00,2011-01-08 11:11:00+00:00,Fluxicon Disco,8,Variant 8,54
Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,complete,2011-01-09 13:32:00+00:00,2011-01-09 13:27:12.275391+00:00,Fluxicon Disco,8,Variant 8,54
Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,complete,2011-01-10 01:52:00+00:00,2011-01-09 23:32:31.640625+00:00,Fluxicon Disco,8,Variant 8,54
Immanuel Karagianni,Analyze Quotation Comparison Map,Immanuel Karagianni,Analyze Quotation Comparison Map,complete,2011-01-10 09:17:00+00:00,2011-01-10 09:17:00+00:00,Fluxicon Disco,8,Variant 8,54
Fjodor Kowalski,Choose best option,Fjodor Kowalski,Choose best option,complete,2011-01-10 09:17:00+00:00,2011-01-10 09:17:00+00:00,Fluxicon Disco,8,Variant 8,54
Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,complete,2011-01-10 22:51:00+00:00,2011-01-10 20:00:05.507812+00:00,Fluxicon Disco,8,Variant 8,54
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-12 07:26:00+00:00,2011-01-12 01:19:00.234375+00:00,Fluxicon Disco,8,Variant 8,54
Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,complete,2011-01-12 20:21:00+00:00,2011-01-12 20:08:08.554688+00:00,Fluxicon Disco,8,Variant 8,54
Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,complete,2011-01-15 04:42:00+00:00,2011-01-14 11:40:38.613281+00:00,Fluxicon Disco,8,Variant 8,54
Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Release Purchase Order,complete,2011-01-15 12:44:00+00:00,2011-01-15 04:42:00.882568+00:00,Fluxicon Disco,8,Variant 8,54
Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,complete,2011-01-16 00:05:00+00:00,2011-01-15 23:08:36.474609+00:00,Fluxicon Disco,8,Variant 8,54
Carmen Finacse,Send Invoice,Carmen Finacse,Send Invoice,complete,2011-01-18 23:45:00+00:00,2011-01-18 23:45:00+00:00,Fluxicon Disco,8,Variant 8,54
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-01-19 14:06:00+00:00,2011-01-19 00:06:01.230469+00:00,Fluxicon Disco,8,Variant 8,54
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-01-19 14:06:00+00:00,2011-01-19 14:06:00+00:00,Fluxicon Disco,8,Variant 8,54
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-19 14:36:00+00:00,2011-01-19 14:21:07.031250+00:00,Fluxicon Disco,8,Variant 8,54
Miu Hanwan,Create Purchase Requisition,Miu Hanwan,Create Purchase Requisition,complete,2011-01-08 01:40:00+00:00,2011-01-08 01:40:00+00:00,Fluxicon Disco,23,Variant 23,55
Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,complete,2011-01-08 17:02:00+00:00,2011-01-08 17:02:00+00:00,Fluxicon Disco,23,Variant 23,55
Francis Odell,Create Request for Quotation,Francis Odell,Create Request for Quotation,complete,2011-01-08 17:08:00+00:00,2011-01-08 17:08:00+00:00,Fluxicon Disco,23,Variant 23,55
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-12 11:36:00+00:00,2011-01-12 11:23:03.046875+00:00,Fluxicon Disco,23,Variant 23,55
Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,complete,2011-01-13 00:50:00+00:00,2011-01-13 00:37:41.923828+00:00,Fluxicon Disco,23,Variant 23,55
Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,complete,2011-01-13 13:07:00+00:00,2011-01-13 10:48:05.566406+00:00,Fluxicon Disco,23,Variant 23,55
Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,complete,2011-01-13 20:00:00+00:00,2011-01-13 15:24:16.171875+00:00,Fluxicon Disco,23,Variant 23,55
Clement Duchot,Choose best option,Clement Duchot,Choose best option,complete,2011-01-13 20:00:00+00:00,2011-01-13 20:00:00+00:00,Fluxicon Disco,23,Variant 23,55
Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,complete,2011-01-14 19:12:00+00:00,2011-01-14 14:19:44.062500+00:00,Fluxicon Disco,23,Variant 23,55
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-15 00:54:00+00:00,2011-01-14 23:47:52.265625+00:00,Fluxicon Disco,23,Variant 23,55
Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,complete,2011-01-17 06:09:00+00:00,2011-01-17 05:57:54.960938+00:00,Fluxicon Disco,23,Variant 23,55
Carmen Finacse,Deliver Goods Services,Carmen Finacse,Deliver Goods Services,complete,2011-01-20 18:17:00+00:00,2011-01-19 23:33:01.406250+00:00,Fluxicon Disco,23,Variant 23,55
Anne Olwada,Release Purchase Order,Anne Olwada,Release Purchase Order,complete,2011-01-21 02:06:00+00:00,2011-01-20 18:17:00.858765+00:00,Fluxicon Disco,23,Variant 23,55
Francois de Perrier,Settle Dispute With Supplier,Francois de Perrier,Settle Dispute With Supplier,complete,2011-01-21 16:57:00+00:00,2011-01-21 02:25:08.554688+00:00,Fluxicon Disco,23,Variant 23,55
Tesca Lobes,Release Purchase Order,Tesca Lobes,Release Purchase Order,complete,2011-01-22 00:50:00+00:00,2011-01-21 16:57:00.866089+00:00,Fluxicon Disco,23,Variant 23,55
Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,complete,2011-01-22 05:26:00+00:00,2011-01-22 04:40:26.689453+00:00,Fluxicon Disco,23,Variant 23,55
Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,complete,2011-01-22 13:39:00+00:00,2011-01-22 13:39:00+00:00,Fluxicon Disco,23,Variant 23,55
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-01-23 04:01:00+00:00,2011-01-22 14:00:02.695312+00:00,Fluxicon Disco,23,Variant 23,55
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-01-23 04:02:00+00:00,2011-01-23 04:01:37.500000+00:00,Fluxicon Disco,23,Variant 23,55
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-23 04:54:00+00:00,2011-01-23 04:28:12.187500+00:00,Fluxicon Disco,23,Variant 23,55
Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,complete,2011-01-08 03:30:00+00:00,2011-01-08 03:30:00+00:00,Fluxicon Disco,7,Variant 7,56
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-09 00:37:00+00:00,2011-01-08 23:56:58.125000+00:00,Fluxicon Disco,7,Variant 7,56
Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,complete,2011-01-09 00:45:00+00:00,2011-01-09 00:45:00+00:00,Fluxicon Disco,7,Variant 7,56
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-01-09 08:34:00+00:00,2011-01-09 08:17:33.867188+00:00,Fluxicon Disco,7,Variant 7,56
Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,complete,2011-01-09 23:48:00+00:00,2011-01-09 20:37:26.074219+00:00,Fluxicon Disco,7,Variant 7,56
Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,complete,2011-01-11 04:35:00+00:00,2011-01-11 03:40:54.433594+00:00,Fluxicon Disco,7,Variant 7,56
Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,complete,2011-01-11 11:48:00+00:00,2011-01-11 04:40:04.453125+00:00,Fluxicon Disco,7,Variant 7,56
Kim Passa,Choose best option,Kim Passa,Choose best option,complete,2011-01-11 11:48:00+00:00,2011-01-11 11:48:00+00:00,Fluxicon Disco,7,Variant 7,56
Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,complete,2011-01-12 07:19:00+00:00,2011-01-12 03:13:08.144531+00:00,Fluxicon Disco,7,Variant 7,56
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-12 09:05:00+00:00,2011-01-12 08:57:50.742188+00:00,Fluxicon Disco,7,Variant 7,56
Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,complete,2011-01-13 07:42:00+00:00,2011-01-13 07:42:00+00:00,Fluxicon Disco,7,Variant 7,56
Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,complete,2011-01-16 12:33:00+00:00,2011-01-15 05:29:58.945312+00:00,Fluxicon Disco,7,Variant 7,56
Penn Osterwalder,Release Purchase Order,Penn Osterwalder,Release Purchase Order,complete,2011-01-16 20:24:00+00:00,2011-01-16 12:33:00.862427+00:00,Fluxicon Disco,7,Variant 7,56
Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,complete,2011-01-17 06:08:00+00:00,2011-01-17 04:13:00.498047+00:00,Fluxicon Disco,7,Variant 7,56
Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,complete,2011-01-17 12:53:00+00:00,2011-01-17 12:44:40.078125+00:00,Fluxicon Disco,7,Variant 7,56
Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,complete,2011-01-18 03:22:00+00:00,2011-01-18 03:22:00+00:00,Fluxicon Disco,7,Variant 7,56
Pedro Alvares,Settle Dispute With Supplier,Pedro Alvares,Settle Dispute With Supplier,complete,2011-01-18 04:32:00+00:00,2011-01-18 04:32:00+00:00,Fluxicon Disco,7,Variant 7,56
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-01-18 04:32:00+00:00,2011-01-18 04:32:00+00:00,Fluxicon Disco,7,Variant 7,56
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-18 04:50:00+00:00,2011-01-18 04:50:00+00:00,Fluxicon Disco,7,Variant 7,56
Anne Olwada,Create Purchase Requisition,Anne Olwada,Create Purchase Requisition,complete,2011-01-08 09:23:00+00:00,2011-01-08 09:23:00+00:00,Fluxicon Disco,4,Variant 4,57
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-08 23:46:00+00:00,2011-01-08 23:46:00+00:00,Fluxicon Disco,4,Variant 4,57
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-08 23:55:00+00:00,2011-01-08 23:55:00+00:00,Fluxicon Disco,4,Variant 4,57
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-01-09 12:39:00+00:00,2011-01-09 10:20:32.578125+00:00,Fluxicon Disco,4,Variant 4,57
Alberto Duport,Create Purchase Requisition,Alberto Duport,Create Purchase Requisition,complete,2011-01-08 09:26:00+00:00,2011-01-08 09:26:00+00:00,Fluxicon Disco,31,Variant 31,58
Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,complete,2011-01-09 07:14:00+00:00,2011-01-09 07:14:00+00:00,Fluxicon Disco,31,Variant 31,58
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-09 07:20:00+00:00,2011-01-09 07:20:00+00:00,Fluxicon Disco,31,Variant 31,58
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-09 10:04:00+00:00,2011-01-09 10:04:00+00:00,Fluxicon Disco,31,Variant 31,58
Clement Duchot,Amend Request for Quotation,Clement Duchot,Amend Request for Quotation,complete,2011-01-09 11:06:00+00:00,2011-01-09 10:42:47.812500+00:00,Fluxicon Disco,31,Variant 31,58
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-10 23:24:00+00:00,2011-01-10 12:54:58.007812+00:00,Fluxicon Disco,31,Variant 31,58
Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,complete,2011-01-11 00:26:00+00:00,2011-01-10 23:42:24.375000+00:00,Fluxicon Disco,31,Variant 31,58
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-12 09:44:00+00:00,2011-01-12 09:12:07.500000+00:00,Fluxicon Disco,31,Variant 31,58
Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,complete,2011-01-13 04:44:00+00:00,2011-01-13 04:33:47.021484+00:00,Fluxicon Disco,31,Variant 31,58
Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,complete,2011-01-13 09:00:00+00:00,2011-01-13 08:11:45+00:00,Fluxicon Disco,31,Variant 31,58
Penn Osterwalder,Analyze Quotation Comparison Map,Penn Osterwalder,Analyze Quotation Comparison Map,complete,2011-01-13 16:11:00+00:00,2011-01-13 09:05:03.046875+00:00,Fluxicon Disco,31,Variant 31,58
Anne Olwada,Choose best option,Anne Olwada,Choose best option,complete,2011-01-13 16:11:00+00:00,2011-01-13 16:11:00+00:00,Fluxicon Disco,31,Variant 31,58
Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,complete,2011-01-14 15:05:00+00:00,2011-01-14 10:16:30.820312+00:00,Fluxicon Disco,31,Variant 31,58
Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,complete,2011-01-14 16:34:00+00:00,2011-01-14 16:31:29.179688+00:00,Fluxicon Disco,31,Variant 31,58
Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,complete,2011-01-18 23:31:00+00:00,2011-01-18 23:19:54.960938+00:00,Fluxicon Disco,31,Variant 31,58
Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,complete,2011-01-19 20:30:00+00:00,2011-01-19 19:04:06.972656+00:00,Fluxicon Disco,31,Variant 31,58
Tesca Lobes,Release Purchase Order,Tesca Lobes,Release Purchase Order,complete,2011-01-20 04:31:00+00:00,2011-01-19 20:30:00.880737+00:00,Fluxicon Disco,31,Variant 31,58
Francois de Perrier,Settle Dispute With Supplier,Francois de Perrier,Settle Dispute With Supplier,complete,2011-01-20 19:48:00+00:00,2011-01-20 11:07:25.781250+00:00,Fluxicon Disco,31,Variant 31,58
Fjodor Kowalski,Release Purchase Order,Fjodor Kowalski,Release Purchase Order,complete,2011-01-21 03:36:00+00:00,2011-01-20 19:48:00.856934+00:00,Fluxicon Disco,31,Variant 31,58
Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,complete,2011-01-22 15:19:00+00:00,2011-01-22 13:54:06.650391+00:00,Fluxicon Disco,31,Variant 31,58
Karen Clarens,Send Invoice,Karen Clarens,Send Invoice,complete,2011-01-23 05:13:00+00:00,2011-01-23 05:00:30.117188+00:00,Fluxicon Disco,31,Variant 31,58
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-01-23 19:26:00+00:00,2011-01-23 05:33:49.511719+00:00,Fluxicon Disco,31,Variant 31,58
Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,complete,2011-01-23 19:26:00+00:00,2011-01-23 19:26:00+00:00,Fluxicon Disco,31,Variant 31,58
Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,complete,2011-01-23 19:53:00+00:00,2011-01-23 19:39:36.328125+00:00,Fluxicon Disco,31,Variant 31,58
Nico Ojenbeer,Create Purchase Requisition,Nico Ojenbeer,Create Purchase Requisition,complete,2011-01-08 17:05:00+00:00,2011-01-08 17:05:00+00:00,Fluxicon Disco,15,Variant 15,59
Christian Francois,Create Request for Quotation,Christian Francois,Create Request for Quotation,complete,2011-01-08 17:58:00+00:00,2011-01-08 17:58:00+00:00,Fluxicon Disco,15,Variant 15,59
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-08 21:15:00+00:00,2011-01-08 21:15:00+00:00,Fluxicon Disco,15,Variant 15,59
Tesca Lobes,Amend Request for Quotation,Tesca Lobes,Amend Request for Quotation,complete,2011-01-08 22:05:00+00:00,2011-01-08 22:05:00+00:00,Fluxicon Disco,15,Variant 15,59
